id,originalLabel,correction
ILSVRC2012_val_00040982,629,-1
ILSVRC2012_val_00015268,860,-1
ILSVRC2012_val_00000185,627,"654,785"
ILSVRC2012_val_00012704,541,"822,541,542"
ILSVRC2012_val_00030748,867,866
ILSVRC2012_val_00032520,969,"969,474"
ILSVRC2012_val_00007337,523,-1
ILSVRC2012_val_00021473,214,-1
ILSVRC2012_val_00022098,509,415
ILSVRC2012_val_00033729,418,"418,709"
ILSVRC2012_val_00016222,490,-1
ILSVRC2012_val_00004195,932,960
ILSVRC2012_val_00036398,978,-1
ILSVRC2012_val_00020190,744,"744,657,812"
ILSVRC2012_val_00016974,424,"423,424"
ILSVRC2012_val_00036309,706,716
ILSVRC2012_val_00032040,963,"949,927"
ILSVRC2012_val_00005688,487,"610,487"
ILSVRC2012_val_00033165,894,"905,750,894,799"
ILSVRC2012_val_00040844,413,"413,439"
ILSVRC2012_val_00012770,754,414
ILSVRC2012_val_00009420,5,6
ILSVRC2012_val_00038946,413,"652,764,413"
ILSVRC2012_val_00048195,134,132
ILSVRC2012_val_00005640,613,-1
ILSVRC2012_val_00001719,836,"836,837"
ILSVRC2012_val_00001133,834,"636,834,671"
ILSVRC2012_val_00001860,636,"911,636"
ILSVRC2012_val_00039482,638,639
ILSVRC2012_val_00012018,638,639
ILSVRC2012_val_00031129,748,-1
ILSVRC2012_val_00012574,905,437
ILSVRC2012_val_00014727,77,-1
ILSVRC2012_val_00032578,27,26
ILSVRC2012_val_00013640,189,"184,189,191"
ILSVRC2012_val_00000810,322,"322,946"
ILSVRC2012_val_00000146,875,-1
ILSVRC2012_val_00043510,382,"371,382"
ILSVRC2012_val_00036568,457,"834,457"
ILSVRC2012_val_00049780,357,-1
ILSVRC2012_val_00048709,697,-1
ILSVRC2012_val_00004032,854,"697,819,854"
ILSVRC2012_val_00045071,717,"717,733"
ILSVRC2012_val_00015176,215,218
ILSVRC2012_val_00016038,445,"858,445"
ILSVRC2012_val_00028854,134,"489,134"
ILSVRC2012_val_00016352,60,63
ILSVRC2012_val_00037175,60,-1
ILSVRC2012_val_00036153,855,-1
ILSVRC2012_val_00015636,404,"908,404"
ILSVRC2012_val_00039147,191,"189,191"
ILSVRC2012_val_00032244,977,976
ILSVRC2012_val_00030982,359,358
ILSVRC2012_val_00011851,86,82
ILSVRC2012_val_00047036,939,-1
ILSVRC2012_val_00034914,818,-1
ILSVRC2012_val_00049922,862,-1
ILSVRC2012_val_00045696,328,-1
ILSVRC2012_val_00032633,725,-1
ILSVRC2012_val_00011208,983,"801,691,983,570"
ILSVRC2012_val_00034221,238,"238,241"
ILSVRC2012_val_00021565,790,"588,790"
ILSVRC2012_val_00015391,733,"920,733"
ILSVRC2012_val_00030691,804,"804,469"
ILSVRC2012_val_00013544,661,"661,479"
ILSVRC2012_val_00012859,796,"841,728"
ILSVRC2012_val_00036789,438,"868,438"
ILSVRC2012_val_00018470,115,-1
ILSVRC2012_val_00035282,638,"638,639"
ILSVRC2012_val_00043815,899,-1
ILSVRC2012_val_00011301,617,869
ILSVRC2012_val_00005362,285,"618,284"
ILSVRC2012_val_00014763,394,-1
ILSVRC2012_val_00049529,549,-1
ILSVRC2012_val_00030979,772,"772,679,488"
ILSVRC2012_val_00018799,675,-1
ILSVRC2012_val_00026953,582,-1
ILSVRC2012_val_00037570,655,-1
ILSVRC2012_val_00043273,936,580
ILSVRC2012_val_00008068,885,636
ILSVRC2012_val_00002568,54,57
ILSVRC2012_val_00009693,769,"769,398"
ILSVRC2012_val_00037281,658,"911,658"
ILSVRC2012_val_00021551,892,"907,892"
ILSVRC2012_val_00004125,766,-1
ILSVRC2012_val_00013258,817,"581,479,817"
ILSVRC2012_val_00017875,309,984
ILSVRC2012_val_00009944,750,"619,750,846,721"
ILSVRC2012_val_00000652,718,"919,733"
ILSVRC2012_val_00043584,724,"449,536"
ILSVRC2012_val_00034195,856,595
ILSVRC2012_val_00026980,977,"975,977,472"
ILSVRC2012_val_00021896,152,154
ILSVRC2012_val_00046712,199,203
ILSVRC2012_val_00017338,43,"39,26"
ILSVRC2012_val_00005191,907,"907,478"
ILSVRC2012_val_00010460,701,"417,701"
ILSVRC2012_val_00010603,394,"4,394"
ILSVRC2012_val_00010746,744,"744,655,657"
ILSVRC2012_val_00030869,445,"459,978,445"
ILSVRC2012_val_00004865,743,-1
ILSVRC2012_val_00031418,668,"538,668"
ILSVRC2012_val_00029723,223,"224,223"
ILSVRC2012_val_00046353,999,700
ILSVRC2012_val_00003216,647,"647,968"
ILSVRC2012_val_00049777,416,602
ILSVRC2012_val_00022168,982,"578,982"
ILSVRC2012_val_00033131,919,-1
ILSVRC2012_val_00005806,904,489
ILSVRC2012_val_00043459,866,"866,661"
ILSVRC2012_val_00007285,736,"736,515"
ILSVRC2012_val_00001862,168,"168,211"
ILSVRC2012_val_00042415,457,"834,451,457"
ILSVRC2012_val_00003452,747,-1
ILSVRC2012_val_00003005,454,"624,453,454"
ILSVRC2012_val_00009494,744,"744,657"
ILSVRC2012_val_00044722,538,"698,538"
ILSVRC2012_val_00030807,836,"836,837"
ILSVRC2012_val_00023443,3,"2,3"
ILSVRC2012_val_00037479,681,-1
ILSVRC2012_val_00022116,590,487
ILSVRC2012_val_00032229,453,"453,454,905,750"
ILSVRC2012_val_00020355,527,"681,810,620"
ILSVRC2012_val_00010103,744,"744,657,403"
ILSVRC2012_val_00010095,583,-1
ILSVRC2012_val_00026119,249,"248,249"
ILSVRC2012_val_00027545,664,"673,664,526,527,508"
ILSVRC2012_val_00031926,823,"617,823"
ILSVRC2012_val_00023646,503,"951,503,572"
ILSVRC2012_val_00009026,437,-1
ILSVRC2012_val_00004307,892,"557,663,442"
ILSVRC2012_val_00024498,230,"263,231"
ILSVRC2012_val_00028422,5,"5,6"
ILSVRC2012_val_00044597,888,"888,839"
ILSVRC2012_val_00003095,59,64
ILSVRC2012_val_00003261,142,-1
ILSVRC2012_val_00049784,664,"527,664"
ILSVRC2012_val_00000061,474,"608,474"
ILSVRC2012_val_00021794,304,-1
ILSVRC2012_val_00029585,692,-1
ILSVRC2012_val_00027146,967,"967,968,504,923"
ILSVRC2012_val_00006372,95,-1
ILSVRC2012_val_00042736,827,"521,809,827,926"
ILSVRC2012_val_00021531,947,992
ILSVRC2012_val_00047893,817,"751,479"
ILSVRC2012_val_00008989,521,"521,962"
ILSVRC2012_val_00001246,527,"526,527,664"
ILSVRC2012_val_00034390,634,-1
ILSVRC2012_val_00023032,663,497
ILSVRC2012_val_00024855,550,505
ILSVRC2012_val_00010475,652,"609,586,652"
ILSVRC2012_val_00046760,693,"472,693"
ILSVRC2012_val_00013471,631,"804,631"
ILSVRC2012_val_00011724,32,"32,31"
ILSVRC2012_val_00018445,662,-1
ILSVRC2012_val_00021418,906,"834,650,906"
ILSVRC2012_val_00040670,542,541
ILSVRC2012_val_00012376,453,"851,548,453"
ILSVRC2012_val_00041235,742,-1
ILSVRC2012_val_00008471,461,"490,524,461"
ILSVRC2012_val_00011906,652,"652,764,413,734"
ILSVRC2012_val_00032735,925,"809,923"
ILSVRC2012_val_00035637,593,-1
ILSVRC2012_val_00013439,811,"545,846"
ILSVRC2012_val_00013782,687,"884,406"
ILSVRC2012_val_00048730,412,"728,412"
ILSVRC2012_val_00025750,359,"357,358"
ILSVRC2012_val_00039260,765,"716,765"
ILSVRC2012_val_00030855,710,-1
ILSVRC2012_val_00009183,744,657
ILSVRC2012_val_00007577,706,"738,421"
ILSVRC2012_val_00034982,837,"514,948,836,837,852,489,636"
ILSVRC2012_val_00024669,250,-1
ILSVRC2012_val_00014089,541,-1
ILSVRC2012_val_00028845,747,417
ILSVRC2012_val_00014178,798,526
ILSVRC2012_val_00004291,442,"497,663"
ILSVRC2012_val_00029182,733,"399,824,600"
ILSVRC2012_val_00004773,899,849
ILSVRC2012_val_00035873,824,"824,735"
ILSVRC2012_val_00045112,745,818
ILSVRC2012_val_00012019,432,"432,683"
ILSVRC2012_val_00034236,469,"909,926"
ILSVRC2012_val_00040912,819,"650,819"
ILSVRC2012_val_00014580,163,242
ILSVRC2012_val_00036636,792,"514,792"
ILSVRC2012_val_00043122,436,"581,479"
ILSVRC2012_val_00048027,88,90
ILSVRC2012_val_00017355,941,940
ILSVRC2012_val_00014113,655,750
ILSVRC2012_val_00011776,60,-1
ILSVRC2012_val_00031574,620,"681,620,508"
ILSVRC2012_val_00046949,552,"552,151"
ILSVRC2012_val_00039937,280,272
ILSVRC2012_val_00023248,912,-1
ILSVRC2012_val_00000110,608,"608,774,630,636"
ILSVRC2012_val_00049565,663,698
ILSVRC2012_val_00025724,581,-1
ILSVRC2012_val_00016443,272,269
ILSVRC2012_val_00033391,52,"111,52"
ILSVRC2012_val_00015386,782,"673,526,527,916,664,508"
ILSVRC2012_val_00040022,813,"813,567"
ILSVRC2012_val_00019396,727,"538,727"
ILSVRC2012_val_00049789,717,"581,717,479"
ILSVRC2012_val_00011552,611,-1
ILSVRC2012_val_00035556,982,"578,982"
ILSVRC2012_val_00011212,226,197
ILSVRC2012_val_00005031,42,39
ILSVRC2012_val_00043843,60,-1
ILSVRC2012_val_00035205,424,"424,423"
ILSVRC2012_val_00048081,415,"923,928"
ILSVRC2012_val_00004305,730,-1
ILSVRC2012_val_00007687,930,-1
ILSVRC2012_val_00039347,864,581
ILSVRC2012_val_00016003,692,"692,950"
ILSVRC2012_val_00020677,519,"519,478"
ILSVRC2012_val_00020250,219,205
ILSVRC2012_val_00018772,327,973
ILSVRC2012_val_00047096,839,718
ILSVRC2012_val_00040422,514,-1
ILSVRC2012_val_00049727,391,-1
ILSVRC2012_val_00037445,997,"997,947"
ILSVRC2012_val_00009020,997,"947,997"
ILSVRC2012_val_00012321,636,"748,636"
ILSVRC2012_val_00009681,408,-1
ILSVRC2012_val_00005240,762,"868,923"
ILSVRC2012_val_00039785,895,"908,895"
ILSVRC2012_val_00039655,639,"638,639"
ILSVRC2012_val_00023021,86,-1
ILSVRC2012_val_00009274,577,-1
ILSVRC2012_val_00027821,926,"521,926"
ILSVRC2012_val_00009427,202,-1
ILSVRC2012_val_00005868,26,28
ILSVRC2012_val_00026694,468,-1
ILSVRC2012_val_00044648,537,"705,537,248"
ILSVRC2012_val_00013410,285,281
ILSVRC2012_val_00037172,667,"400,667"
ILSVRC2012_val_00041907,827,813
ILSVRC2012_val_00035416,622,"769,622"
ILSVRC2012_val_00009231,35,37
ILSVRC2012_val_00046445,420,"420,559"
ILSVRC2012_val_00011632,969,"969,504"
ILSVRC2012_val_00000603,227,232
ILSVRC2012_val_00045255,776,"776,650,819"
ILSVRC2012_val_00031476,747,796
ILSVRC2012_val_00048386,831,"905,750,721"
ILSVRC2012_val_00015585,764,"652,413"
ILSVRC2012_val_00017243,36,-1
ILSVRC2012_val_00005215,159,168
ILSVRC2012_val_00005108,686,-1
ILSVRC2012_val_00015731,722,-1
ILSVRC2012_val_00008696,544,-1
ILSVRC2012_val_00020036,810,508
ILSVRC2012_val_00046045,461,"524,461"
ILSVRC2012_val_00034833,694,-1
ILSVRC2012_val_00023000,497,663
ILSVRC2012_val_00002337,972,500
ILSVRC2012_val_00006951,703,"975,703"
ILSVRC2012_val_00024952,920,"920,919"
ILSVRC2012_val_00016254,278,277
ILSVRC2012_val_00024387,750,"750,281"
ILSVRC2012_val_00010738,393,"393,108"
ILSVRC2012_val_00023267,282,"281,282"
ILSVRC2012_val_00048290,644,302
ILSVRC2012_val_00016447,648,896
ILSVRC2012_val_00032891,673,"673,681,620,508"
ILSVRC2012_val_00020219,362,-1
ILSVRC2012_val_00006124,729,"910,729,828"
ILSVRC2012_val_00001167,556,669
ILSVRC2012_val_00002128,815,-1
ILSVRC2012_val_00019246,914,"780,724"
ILSVRC2012_val_00043027,975,"770,842,610"
ILSVRC2012_val_00015569,774,-1
ILSVRC2012_val_00031001,249,"248,249"
ILSVRC2012_val_00004411,283,230
ILSVRC2012_val_00003533,834,"834,906,630"
ILSVRC2012_val_00031809,702,"416,702"
ILSVRC2012_val_00030123,422,543
ILSVRC2012_val_00019691,395,-1
ILSVRC2012_val_00032683,787,"456,777,623,787"
ILSVRC2012_val_00001669,394,-1
ILSVRC2012_val_00009540,492,"492,519"
ILSVRC2012_val_00015456,341,"341,342"
ILSVRC2012_val_00020898,652,"872,652,413"
ILSVRC2012_val_00012327,817,"581,511"
ILSVRC2012_val_00019826,250,-1
ILSVRC2012_val_00036384,106,104
ILSVRC2012_val_00017539,418,-1
ILSVRC2012_val_00020280,122,-1
ILSVRC2012_val_00019626,238,239
ILSVRC2012_val_00019376,854,-1
ILSVRC2012_val_00021184,851,"548,526,851,532"
ILSVRC2012_val_00021953,302,300
ILSVRC2012_val_00003480,231,232
ILSVRC2012_val_00027368,968,"968,504"
ILSVRC2012_val_00046297,287,281
ILSVRC2012_val_00028008,622,"732,622,759"
ILSVRC2012_val_00049174,999,-1
ILSVRC2012_val_00013947,415,-1
ILSVRC2012_val_00043190,711,551
ILSVRC2012_val_00033474,359,358
ILSVRC2012_val_00049000,3,"2,3"
ILSVRC2012_val_00030824,472,"472,693"
ILSVRC2012_val_00031627,966,"966,907"
ILSVRC2012_val_00040169,977,"460,718,975,977,978"
ILSVRC2012_val_00019725,468,"685,785"
ILSVRC2012_val_00005459,899,725
ILSVRC2012_val_00043078,836,-1
ILSVRC2012_val_00027229,442,497
ILSVRC2012_val_00037750,844,-1
ILSVRC2012_val_00023629,651,-1
ILSVRC2012_val_00031537,620,"673,681,810,620,527,782,664,508"
ILSVRC2012_val_00037485,212,-1
ILSVRC2012_val_00044159,744,"744,652,847,657"
ILSVRC2012_val_00008582,181,-1
ILSVRC2012_val_00031338,442,"442,494"
ILSVRC2012_val_00034848,280,-1
ILSVRC2012_val_00015293,307,302
ILSVRC2012_val_00021764,150,"976,150"
ILSVRC2012_val_00022049,907,"907,883,532"
ILSVRC2012_val_00015262,813,"813,567"
ILSVRC2012_val_00024010,121,"987,121"
ILSVRC2012_val_00035749,166,167
ILSVRC2012_val_00023558,186,192
ILSVRC2012_val_00037196,442,497
ILSVRC2012_val_00004898,35,"35,37"
ILSVRC2012_val_00022131,834,"834,630"
ILSVRC2012_val_00017461,485,"485,754"
ILSVRC2012_val_00027412,981,"981,429"
ILSVRC2012_val_00047350,23,21
ILSVRC2012_val_00019585,880,"880,518"
ILSVRC2012_val_00037838,187,193
ILSVRC2012_val_00008077,898,"671,898,535"
ILSVRC2012_val_00010766,890,"890,445"
ILSVRC2012_val_00025017,41,44
ILSVRC2012_val_00039541,956,519
ILSVRC2012_val_00016353,428,"706,519,428,716"
ILSVRC2012_val_00031006,265,-1
ILSVRC2012_val_00039381,248,"248,250"
ILSVRC2012_val_00019863,748,"692,487"
ILSVRC2012_val_00040835,674,"674,630"
ILSVRC2012_val_00032781,681,"664,508"
ILSVRC2012_val_00021311,776,875
ILSVRC2012_val_00027044,847,-1
ILSVRC2012_val_00033129,713,"713,742"
ILSVRC2012_val_00004846,596,"596,284"
ILSVRC2012_val_00021113,697,"614,697"
ILSVRC2012_val_00018889,649,"649,487"
ILSVRC2012_val_00041968,842,"775,819,842,602"
ILSVRC2012_val_00016871,794,-1
ILSVRC2012_val_00000760,634,"489,634"
ILSVRC2012_val_00022739,817,"817,751,479"
ILSVRC2012_val_00035986,197,-1
ILSVRC2012_val_00035129,358,-1
ILSVRC2012_val_00023751,460,437
ILSVRC2012_val_00014993,693,"693,472"
ILSVRC2012_val_00023683,880,"515,880"
ILSVRC2012_val_00008788,64,59
ILSVRC2012_val_00035300,919,825
ILSVRC2012_val_00033990,907,"907,966"
ILSVRC2012_val_00024770,622,"622,759"
ILSVRC2012_val_00011119,463,828
ILSVRC2012_val_00019544,184,"556,827"
ILSVRC2012_val_00022560,572,"440,441,572"
ILSVRC2012_val_00025905,853,"425,858"
ILSVRC2012_val_00009180,634,-1
ILSVRC2012_val_00027078,852,"232,852"
ILSVRC2012_val_00049375,975,"449,975"
ILSVRC2012_val_00008515,818,"619,846,818"
ILSVRC2012_val_00005092,705,-1
ILSVRC2012_val_00038742,26,28
ILSVRC2012_val_00010830,52,-1
ILSVRC2012_val_00002951,732,"651,732"
ILSVRC2012_val_00008466,478,-1
ILSVRC2012_val_00019614,975,"718,975,437"
ILSVRC2012_val_00004341,205,-1
ILSVRC2012_val_00009847,970,"836,970,414"
ILSVRC2012_val_00042081,561,866
ILSVRC2012_val_00044164,872,"872,622,759"
ILSVRC2012_val_00026657,464,"842,459"
ILSVRC2012_val_00009627,648,"896,804,434"
ILSVRC2012_val_00049546,892,442
ILSVRC2012_val_00035975,647,"647,968,809,659"
ILSVRC2012_val_00008470,887,885
ILSVRC2012_val_00018332,301,-1
ILSVRC2012_val_00003639,801,"801,983,327"
ILSVRC2012_val_00047310,729,-1
ILSVRC2012_val_00046409,597,763
ILSVRC2012_val_00006742,914,"724,536"
ILSVRC2012_val_00000379,192,-1
ILSVRC2012_val_00042387,600,-1
ILSVRC2012_val_00024703,660,912
ILSVRC2012_val_00020955,568,-1
ILSVRC2012_val_00041793,831,"453,831"
ILSVRC2012_val_00016089,62,-1
ILSVRC2012_val_00038680,198,"196,198"
ILSVRC2012_val_00015525,516,454
ILSVRC2012_val_00017180,865,"865,610"
ILSVRC2012_val_00022604,772,"772,679"
ILSVRC2012_val_00030840,386,"386,101"
ILSVRC2012_val_00009433,731,"731,861,999"
ILSVRC2012_val_00039893,208,207
ILSVRC2012_val_00017903,585,"896,804,838,585,631"
ILSVRC2012_val_00026638,523,-1
ILSVRC2012_val_00035785,9,"9,489"
ILSVRC2012_val_00013608,806,"806,655"
ILSVRC2012_val_00021538,288,293
ILSVRC2012_val_00045101,26,"25,28"
ILSVRC2012_val_00049705,638,"638,639"
ILSVRC2012_val_00045295,278,277
ILSVRC2012_val_00025115,947,992
ILSVRC2012_val_00014984,485,"485,530"
ILSVRC2012_val_00019264,808,"515,808"
ILSVRC2012_val_00038849,921,-1
ILSVRC2012_val_00000912,269,-1
ILSVRC2012_val_00042886,124,-1
ILSVRC2012_val_00024393,835,884
ILSVRC2012_val_00017058,748,"836,837,748"
ILSVRC2012_val_00017924,390,"390,395"
ILSVRC2012_val_00006128,442,494
ILSVRC2012_val_00027998,464,"608,464"
ILSVRC2012_val_00049215,263,162
ILSVRC2012_val_00009253,484,"484,871"
ILSVRC2012_val_00013805,817,"479,751,879,817"
ILSVRC2012_val_00029954,795,"970,795"
ILSVRC2012_val_00039336,971,"971,724"
ILSVRC2012_val_00042129,345,"345,475"
ILSVRC2012_val_00007510,494,-1
ILSVRC2012_val_00045164,377,-1
ILSVRC2012_val_00010959,336,-1
ILSVRC2012_val_00036671,595,"595,958"
ILSVRC2012_val_00024587,246,159
ILSVRC2012_val_00020043,183,-1
ILSVRC2012_val_00016465,485,-1
ILSVRC2012_val_00020606,906,"834,906"
ILSVRC2012_val_00032393,836,"836,837,971"
ILSVRC2012_val_00003200,510,"978,510"
ILSVRC2012_val_00043471,778,"488,778,600"
ILSVRC2012_val_00001770,653,"603,653"
ILSVRC2012_val_00007162,824,"911,824"
ILSVRC2012_val_00010565,751,"557,751,733,479"
ILSVRC2012_val_00025191,998,"987,998"
ILSVRC2012_val_00012762,400,"400,667"
ILSVRC2012_val_00016960,249,"248,250"
ILSVRC2012_val_00034911,596,"587,596"
ILSVRC2012_val_00012783,663,-1
ILSVRC2012_val_00025916,970,"970,976"
ILSVRC2012_val_00049010,211,"168,211"
ILSVRC2012_val_00024606,473,512
ILSVRC2012_val_00043130,80,136
ILSVRC2012_val_00015286,689,655
ILSVRC2012_val_00017709,848,-1
ILSVRC2012_val_00030317,708,832
ILSVRC2012_val_00037828,578,"578,885"
ILSVRC2012_val_00011436,975,99
ILSVRC2012_val_00022825,55,64
ILSVRC2012_val_00047128,745,818
ILSVRC2012_val_00036417,300,-1
ILSVRC2012_val_00030386,489,"518,489,671"
ILSVRC2012_val_00002275,578,601
ILSVRC2012_val_00042574,742,713
ILSVRC2012_val_00037725,942,"521,659,950"
ILSVRC2012_val_00028254,837,"836,837,853,762"
ILSVRC2012_val_00013898,783,"677,783"
ILSVRC2012_val_00006844,26,"44,26"
ILSVRC2012_val_00046517,43,39
ILSVRC2012_val_00010396,786,"492,786"
ILSVRC2012_val_00015518,213,220
ILSVRC2012_val_00001852,192,-1
ILSVRC2012_val_00047659,889,"402,881"
ILSVRC2012_val_00023452,712,-1
ILSVRC2012_val_00002985,742,-1
ILSVRC2012_val_00010644,108,973
ILSVRC2012_val_00009395,558,"650,558"
ILSVRC2012_val_00028730,120,119
ILSVRC2012_val_00049704,349,"349,350"
ILSVRC2012_val_00004133,760,"728,412"
ILSVRC2012_val_00037014,400,841
ILSVRC2012_val_00023092,282,"750,282"
ILSVRC2012_val_00044650,429,"981,429"
ILSVRC2012_val_00021371,733,"654,733"
ILSVRC2012_val_00046700,220,"850,220"
ILSVRC2012_val_00048756,280,278
ILSVRC2012_val_00036119,671,"671,518,535"
ILSVRC2012_val_00045106,664,"673,664,526,527,508"
ILSVRC2012_val_00014766,206,-1
ILSVRC2012_val_00030424,982,"578,982"
ILSVRC2012_val_00044453,201,187
ILSVRC2012_val_00021539,837,"836,837"
ILSVRC2012_val_00011034,60,-1
ILSVRC2012_val_00049644,994,947
ILSVRC2012_val_00038043,964,"964,987"
ILSVRC2012_val_00013699,270,"269,272"
ILSVRC2012_val_00044388,717,"581,717"
ILSVRC2012_val_00045396,737,"737,582,440"
ILSVRC2012_val_00025765,691,"570,691,652"
ILSVRC2012_val_00005582,125,112
ILSVRC2012_val_00018837,663,698
ILSVRC2012_val_00013300,822,"808,822"
ILSVRC2012_val_00007487,157,"152,157"
ILSVRC2012_val_00029642,804,"804,844"
ILSVRC2012_val_00026046,842,"842,433,639"
ILSVRC2012_val_00021942,711,"898,711"
ILSVRC2012_val_00013582,38,"38,44"
ILSVRC2012_val_00010513,345,-1
ILSVRC2012_val_00043634,60,-1
ILSVRC2012_val_00046067,578,"578,982"
ILSVRC2012_val_00026197,968,"967,968,504"
ILSVRC2012_val_00009603,982,"887,501,439"
ILSVRC2012_val_00024001,966,"928,960,966,923,572"
ILSVRC2012_val_00000931,757,"675,654"
ILSVRC2012_val_00018763,775,"977,775"
ILSVRC2012_val_00044281,544,"909,532,883"
ILSVRC2012_val_00016422,26,44
ILSVRC2012_val_00045727,637,-1
ILSVRC2012_val_00018257,315,-1
ILSVRC2012_val_00027324,861,"896,861"
ILSVRC2012_val_00034151,930,"930,934,936"
ILSVRC2012_val_00024370,445,"966,459,445"
ILSVRC2012_val_00012047,942,"942,952"
ILSVRC2012_val_00005079,454,"453,454,624"
ILSVRC2012_val_00017320,587,"587,784"
ILSVRC2012_val_00012045,318,-1
ILSVRC2012_val_00021891,527,"527,664"
ILSVRC2012_val_00023858,479,"479,817"
ILSVRC2012_val_00049755,537,"248,249,537"
ILSVRC2012_val_00025974,317,-1
ILSVRC2012_val_00021805,469,-1
ILSVRC2012_val_00018224,184,202
ILSVRC2012_val_00039952,744,"744,657,812"
ILSVRC2012_val_00017612,632,-1
ILSVRC2012_val_00005639,158,151
ILSVRC2012_val_00022674,793,"452,793"
ILSVRC2012_val_00014614,782,"673,526,527,664"
ILSVRC2012_val_00016866,79,"79,630"
ILSVRC2012_val_00002693,124,-1
ILSVRC2012_val_00010446,146,137
ILSVRC2012_val_00017340,876,435
ILSVRC2012_val_00019077,372,-1
ILSVRC2012_val_00044123,689,"689,578"
ILSVRC2012_val_00018880,658,"658,911"
ILSVRC2012_val_00011442,534,896
ILSVRC2012_val_00001509,359,356
ILSVRC2012_val_00029788,505,-1
ILSVRC2012_val_00028413,356,357
ILSVRC2012_val_00036004,280,271
ILSVRC2012_val_00035106,454,"624,453"
ILSVRC2012_val_00002343,940,"936,939,940"
ILSVRC2012_val_00010517,826,"409,826"
ILSVRC2012_val_00020857,899,"899,647"
ILSVRC2012_val_00006993,435,"876,435"
ILSVRC2012_val_00020711,835,892
ILSVRC2012_val_00026389,750,"750,721"
ILSVRC2012_val_00031420,190,-1
ILSVRC2012_val_00005091,887,-1
ILSVRC2012_val_00034501,664,"664,851"
ILSVRC2012_val_00048705,854,794
ILSVRC2012_val_00024449,762,-1
ILSVRC2012_val_00013874,967,"967,504"
ILSVRC2012_val_00000334,733,"616,733"
ILSVRC2012_val_00016798,868,-1
ILSVRC2012_val_00042224,767,-1
ILSVRC2012_val_00049303,298,299
ILSVRC2012_val_00006542,830,-1
ILSVRC2012_val_00034690,167,162
ILSVRC2012_val_00019501,530,"530,409"
ILSVRC2012_val_00029224,702,-1
ILSVRC2012_val_00019668,534,550
ILSVRC2012_val_00038060,817,"581,479,817,511"
ILSVRC2012_val_00032777,298,299
ILSVRC2012_val_00047478,457,"457,834"
ILSVRC2012_val_00014506,232,"232,264"
ILSVRC2012_val_00012847,740,"740,783"
ILSVRC2012_val_00038212,951,"950,951"
ILSVRC2012_val_00005575,249,-1
ILSVRC2012_val_00013464,871,484
ILSVRC2012_val_00006829,580,-1
ILSVRC2012_val_00016760,677,488
ILSVRC2012_val_00011608,729,"818,729"
ILSVRC2012_val_00004519,633,-1
ILSVRC2012_val_00036833,122,"122,123"
ILSVRC2012_val_00029053,823,"617,823"
ILSVRC2012_val_00006793,295,294
ILSVRC2012_val_00042254,968,-1
ILSVRC2012_val_00009356,830,770
ILSVRC2012_val_00027879,677,-1
ILSVRC2012_val_00046091,969,"692,969,588,728"
ILSVRC2012_val_00015715,681,"681,620"
ILSVRC2012_val_00019795,326,321
ILSVRC2012_val_00026174,968,"968,505"
ILSVRC2012_val_00009567,464,"464,763"
ILSVRC2012_val_00034937,558,"683,558"
ILSVRC2012_val_00037458,526,"673,526,527,782,664,508"
ILSVRC2012_val_00036673,687,"884,406"
ILSVRC2012_val_00011020,883,-1
ILSVRC2012_val_00015111,911,"452,911"
ILSVRC2012_val_00036727,878,"810,878"
ILSVRC2012_val_00036268,282,"281,282"
ILSVRC2012_val_00017152,717,"717,479"
ILSVRC2012_val_00025045,926,"909,926"
ILSVRC2012_val_00047182,485,754
ILSVRC2012_val_00014861,278,277
ILSVRC2012_val_00021048,528,"992,528"
ILSVRC2012_val_00004562,442,"442,494"
ILSVRC2012_val_00009410,796,518
ILSVRC2012_val_00019149,922,-1
ILSVRC2012_val_00023027,246,178
ILSVRC2012_val_00032145,584,539
ILSVRC2012_val_00041464,913,"871,913"
ILSVRC2012_val_00021754,180,195
ILSVRC2012_val_00013609,279,-1
ILSVRC2012_val_00039557,77,73
ILSVRC2012_val_00009934,725,-1
ILSVRC2012_val_00007671,919,770
ILSVRC2012_val_00017380,193,"186,193"
ILSVRC2012_val_00019087,171,"264,171"
ILSVRC2012_val_00003229,526,"673,681,620,526,527,664,508"
ILSVRC2012_val_00020956,623,"418,563"
ILSVRC2012_val_00047716,32,-1
ILSVRC2012_val_00017628,624,"453,454,624,402"
ILSVRC2012_val_00000847,233,-1
ILSVRC2012_val_00048279,966,907
ILSVRC2012_val_00000600,288,"288,290"
ILSVRC2012_val_00001035,667,"260,667"
ILSVRC2012_val_00048695,784,"740,783,784"
ILSVRC2012_val_00007631,342,341
ILSVRC2012_val_00043042,487,-1
ILSVRC2012_val_00046995,196,198
ILSVRC2012_val_00049573,666,-1
ILSVRC2012_val_00010319,745,-1
ILSVRC2012_val_00018801,834,"834,906"
ILSVRC2012_val_00044171,977,"977,978"
ILSVRC2012_val_00035903,991,996
ILSVRC2012_val_00045368,751,"479,751"
ILSVRC2012_val_00003785,64,55
ILSVRC2012_val_00046646,923,"962,762,966,532,923,572"
ILSVRC2012_val_00035531,378,-1
ILSVRC2012_val_00013335,931,923
ILSVRC2012_val_00049184,833,-1
ILSVRC2012_val_00009762,912,716
ILSVRC2012_val_00031949,168,"168,159"
